,Demand,Lost Load,SC production,Tank outflow,Tank inflow,Boiler production,Electric resistance production,Curtailment,NG consumption,Tank state of charge
2017-01-07 00:00:00,0.0,0.0,0.0,0.022673045177296333,0.04140349231156554,0.0,0.018730447134269204,0.0,0.0,96.4515836548973
2017-01-07 00:01:00,0.0,0.0,0.0,0.0026137585144113103,2.614656182124066,0.0,2.6120424236096547,0.0,0.0,96.39862254935396
2017-01-07 00:02:00,0.0,0.0,0.0,0.002445440780035694,0.011563633118775256,0.0,0.009118192338739561,0.0,0.0,96.30233513933057
2017-01-07 00:03:00,0.0,0.0,0.0,0.0023866644083992,0.005905738018668427,0.0,0.003519073610269227,0.0,0.0,96.20605167767793
2017-01-07 00:04:00,0.0,0.0,0.0,0.0023652483817483624,0.005076860055078983,0.0,0.0027116116733306205,0.0,0.0,96.10985139872177
2017-01-07 00:05:00,0.0,0.0,0.0,0.002346698302664061,0.006047707223763214,0.0,0.003701008921099153,0.0,0.0,96.0137641191667
2017-01-07 00:06:00,0.0,0.0,0.0,0.0023413174699842285,0.006190606746593495,0.0,0.0038492892766092664,0.0,0.0,95.91777548835614
2017-01-07 00:07:00,0.0,0.0,0.0,0.0023353949691104214,0.006468473646586589,0.0,0.004133078677476167,0.0,0.0,95.82188767426291
2017-01-07 00:08:00,0.0,0.0,0.0,0.0023297946078820533,0.006761366796897312,0.0,0.004431572189015258,0.0,0.0,95.72610081621498
2017-01-07 00:09:00,0.0,0.0,0.0,0.0023243120084769876,0.0074822673157056525,0.0,0.005157955307228665,0.0,0.0,95.63042194278707
2017-01-07 00:10:00,0.0,0.0,0.0,0.002310834304200428,0.005556761227260162,0.0,0.0032459269230597342,0.0,0.0,95.53480710572126
2017-01-07 00:11:00,0.0,0.0,0.0,0.0023056023956363166,0.0054071993651224354,0.0,0.003101596969486119,0.0,0.0,95.43928556567538
2017-01-07 00:12:00,0.0,0.0,0.0,0.002300370113129128,0.005246382706470008,0.0,0.0029460125933408804,0.0,0.0,95.3438570408177
2017-01-07 00:13:00,0.0,0.0,0.0,0.002295140844000311,0.006088686988099989,0.0,0.0037935461440996784,0.0,0.0,95.24853815719855
2017-01-07 00:14:00,0.0,0.0,0.0,0.0022899175577963367,0.006015174316206872,0.0,0.0037252567584105355,0.0,0.0,95.15331354136134
2017-01-07 00:15:00,0.0,0.0,0.0,0.0022790136517235804,0.0060026237036747004,0.0,0.00372361005195112,0.0,0.0,95.05818430442666
2017-01-07 00:16:00,0.0,0.0,0.0,0.0022739367095247114,0.00505328060306023,0.0,0.0027793438935355182,0.0,0.0,94.96313454397752
2017-01-07 00:17:00,0.0,0.0,0.0,0.00226886107211344,0.005970442454943423,0.0,0.003701581382829983,0.0,0.0,94.86819528810538
2017-01-07 00:18:00,0.0,0.0,0.0,0.0022637866564446116,0.005988526266688794,0.0,0.003724739610244183,0.0,0.0,94.77335144203316
2017-01-07 00:19:00,0.0,0.0,0.0,0.002258714571632555,0.0059569991867868795,0.0,0.0036982846151543246,0.0,0.0,94.67860208342516
2017-01-07 00:20:00,0.0,0.0,0.0,0.00224966267023033,0.005967514320615075,0.0,0.0037178516503847446,0.0,0.0,94.58394795115808
2017-01-07 00:21:00,0.0,0.0,0.0,0.002244705618740699,0.005950899329805704,0.0,0.0037061937110650055,0.0,0.0,94.48938836181037
2017-01-07 00:22:00,0.0,0.0,0.0,0.002239756914479224,0.005890084455408792,0.0,0.0036503275409295677,0.0,0.0,94.394922482959
2017-01-07 00:23:00,0.0,0.0,0.0,0.0022348220324019544,0.005883506453766545,0.0,0.003648684421364591,0.0,0.0,94.30055112484918
2017-01-07 00:24:00,0.0,0.0,0.0,0.002229909383526277,0.005912910257987052,0.0,0.003683000874460775,0.0,0.0,94.20627479191585
2017-01-07 00:25:00,0.0,0.0,0.0,0.0022223949218713327,0.005930584277246822,0.0,0.003708189355375489,0.0,0.0,94.11209328036449
2017-01-07 00:26:00,0.0,0.0,0.0,0.0022176335190445193,0.005856348449849649,0.0,0.0036387149308051295,0.0,0.0,94.01800487222106
2017-01-07 00:27:00,0.0,0.0,0.0,0.002212911201979078,0.0058453066910320655,0.0,0.0036323954890529874,0.0,0.0,93.92401052542027
2017-01-07 00:28:00,0.0,0.0,0.0,0.0022081986519724393,0.005770178046622838,0.0,0.003561979394650399,0.0,0.0,93.83010907790722
2017-01-07 00:29:00,0.0,0.0,0.0,0.00220368697404679,0.005022555602985023,0.0,0.0028188686289382326,0.0,0.0,93.7362892218569
2017-01-07 00:30:00,0.0,0.0,0.0,0.0021980230864256057,0.012200325281481683,0.0,0.010002302195056077,0.0,0.0,93.64268300395352
2017-01-07 00:31:00,0.0,0.0,0.0,0.0021939409683470372,0.011518371776566096,0.0,0.00932443080821906,0.0,0.0,93.54915916287516
2017-01-07 00:32:00,0.0,0.0,0.0,0.0021899101076901266,0.01061809535929633,0.0,0.008428185251606202,0.0,0.0,93.45571397496467
2017-01-07 00:33:00,0.0,0.0,0.0,0.0021859391743273707,0.01008502331858607,0.0,0.0078990841442587,0.0,0.0,93.36235348007253
2017-01-07 00:34:00,0.0,0.0,0.0,0.0021820377441468955,0.009912874169323942,0.0,0.007730836425177048,0.0,0.0,93.26908360657045
2017-01-07 00:35:00,0.0,0.0,0.0,0.002177732207688469,0.00947065465315716,0.0,0.007292922445468692,0.0,0.0,93.1758997761345
2017-01-07 00:36:00,0.0,0.0,0.0,0.0021740504258213125,0.009531192625809065,0.0,0.007357142199987753,0.0,0.0,93.0828102615934
2017-01-07 00:37:00,0.0,0.0,0.0,0.002170448350120515,0.012791754876990524,0.0,0.01062130652687001,0.0,0.0,92.98986829896808
2017-01-07 00:38:00,0.0,0.0,0.0,0.002166928993066348,1.8163215551503726,0.0,1.8141546261573063,0.0,0.0,92.92707822562184
2017-01-07 00:39:00,7.523,5.190946570577586e-06,0.0,4.908269664174132,0.0025122141383597807,0.002506766144188364,2.6147305928734683,0.0,0.004708072541860799,92.79592549620787
2017-01-07 00:40:00,7.523,5.156556627407953e-06,0.0,4.908252732905682,0.002502713865823125,0.0025080234500386173,2.614736800953475,0.0,0.004710433945681423,92.66490430517914
2017-01-07 00:41:00,7.523,5.2161049274226285e-06,0.0,4.908220133828114,0.0024646039747988624,0.002510336817620677,2.614728917224136,0.0,0.004714778787507845,92.53401454773055
2017-01-07 00:42:00,7.523,5.198917970266365e-06,0.0,4.908220549019459,0.00246256010348489,0.002510718194878559,2.614726093971177,0.0,0.004715495069638942,92.40325562559867
2017-01-07 00:43:00,7.523,5.109555227301425e-06,0.0,4.908257329812166,0.0024901119135618544,0.0025100166770341626,2.6147176558691347,0.0,0.00471417751677966,92.27262670874069
2017-01-07 00:44:00,7.523,5.165508304006093e-06,0.0,4.908201610385567,0.0024591630300392353,0.0025116999370278156,2.6147406871991405,0.0,0.0047173389246259025,92.14212973331217
2017-01-07 00:45:00,7.523,5.131375090887072e-06,0.0,4.908170765023173,0.0024534646068579136,0.0025126024637653448,2.614764965744828,0.0,0.004719034001512554,92.01176417359089
2017-01-07 00:46:00,7.523,5.115634140925503e-06,0.0,4.908194233965117,0.002450465170184657,0.0025133732827115254,2.6147377422882148,0.0,0.004720481711951628,91.88152813500236
2017-01-07 00:47:00,7.523,5.100487736215724e-06,0.0,4.908192521452131,0.0024485323378771184,0.0025139590843745686,2.614736951313636,0.0,0.00472158193293999,91.75142234736505
2017-01-07 00:48:00,7.523,5.085792834998802e-06,0.0,4.908177910380435,0.0024474369455473877,0.002514378131227335,2.614750062641049,0.0,0.0047223689640660624,91.62144712755536
2017-01-07 00:49:00,7.523,5.071116553611698e-06,0.0,4.908143068944565,0.0024460588833736807,0.002514902697310314,2.6147830161249446,0.0,0.004723354175701138,91.49160301288079
2017-01-07 00:50:00,7.523,5.0395369188758e-06,0.0,4.911584320521126,0.0024419540613775936,0.0025154966622889007,2.6113370973410444,0.0,0.004724469728587071,91.36177395614824
