,Demand,Lost Load,SC production,Tank outflow,Tank inflow,Boiler production,Electric resistance production,Curtailment,NG consumption,Tank state of charge
2017-01-07 00:00:00,0.0,0.0,0.0,0.0018428616753447691,0.002106991919940934,0.0,0.0002641302445961647,0.0,0.0,0.0053577798097185604
2017-01-07 00:01:00,0.0,0.0,0.0,0.0017565978269299372,0.002090845391431419,0.0,0.00033424756450148166,0.0,0.0,0.0053287165305401
2017-01-07 00:02:00,0.0,0.0,0.0,0.0017181826031234379,0.0020414304142230403,0.0,0.00032324781109960255,0.0,0.0,0.005300138900809162
2017-01-07 00:03:00,0.0,0.0,0.0,0.0016879722981092546,0.0020149713626816295,0.0,0.0003269990645723747,0.0,0.0,0.005272155874682738
2017-01-07 00:04:00,0.0,0.0,0.0,0.0016621119518712315,0.0019952601314123792,0.0,0.0003331481795411478,0.0,0.0,0.005244734322602553
2017-01-07 00:05:00,0.0,0.0,0.0,0.00164435143350127,0.0019979890538076948,0.0,0.00035363762030642457,0.0,0.0,0.00521797769139337
2017-01-07 00:06:00,0.0,0.0,0.0,0.00162485036304157,0.001990443951555232,0.0,0.0003655935885136616,0.0,0.0,0.0051917725235049415
2017-01-07 00:07:00,0.0,0.0,0.0,0.0016067444141385878,0.001986836982166889,0.0,0.0003800925680283012,0.0,0.0,0.005166136553546264
2017-01-07 00:08:00,0.0,0.0,0.0,0.001589484001162672,0.0019860061937641404,0.0,0.0003965221926014685,0.0,0.0,0.005141087720183364
2017-01-07 00:09:00,0.0,0.0,0.0,0.001572805494124892,0.0020023394004229198,0.0,0.0004295339062980278,0.0,0.0,0.0051168921059994
2017-01-07 00:10:00,0.0,0.0,0.0,0.0015614430831567085,0.0019624209579005188,0.0,0.0004009778747438103,0.0,0.0,0.005092434127086518
2017-01-07 00:11:00,0.0,0.0,0.0,0.0015459705134279723,0.0019495443146223409,0.0,0.0004035738011943687,0.0,0.0,0.005068302170467301
2017-01-07 00:12:00,0.0,0.0,0.0,0.0015310087066352585,0.0019370984384249896,0.0,0.00040608973178973113,0.0,0.0,0.005044485218716075
2017-01-07 00:13:00,0.0,0.0,0.0,0.0015165038293654524,0.001938904307769796,0.0,0.00042240047840434356,0.0,0.0,0.005021205677648007
2017-01-07 00:14:00,0.0,0.0,0.0,0.001502401462109382,0.001930931054258306,0.0,0.00042852959214892416,0.0,0.0,0.004998286607471017
2017-01-07 00:15:00,0.0,0.0,0.0,0.001492855805946523,0.0019274992010641576,0.0,0.00043464339511763454,0.0,0.0,0.004975651447349731
2017-01-07 00:16:00,0.0,0.0,0.0,0.0014794632638626777,0.0019067240014786434,0.0,0.00042726073761596565,0.0,0.0,0.004953139509843304
2017-01-07 00:17:00,0.0,0.0,0.0,0.0014663931878331126,0.0019126060769124624,0.0,0.00044621288907934983,0.0,0.0,0.004931183365354231
2017-01-07 00:18:00,0.0,0.0,0.0,0.0014536098444170634,0.001905655319835494,0.0,0.00045204547541843074,0.0,0.0,0.004909559442505565
2017-01-07 00:19:00,0.0,0.0,0.0,0.0014410959332813796,0.0018984675134543288,0.0,0.0004573715801729492,0.0,0.0,0.004888254477177919
2017-01-07 00:20:00,0.0,0.0,0.0,0.0014326922189928466,0.0018953621900725268,0.0,0.0004626699710796802,0.0,0.0,0.004867199185235521
2017-01-07 00:21:00,0.0,0.0,0.0,0.0014206887686502865,0.0018884203192854635,0.0,0.0004677315506351771,0.0,0.0,0.004846449788461738
2017-01-07 00:22:00,0.0,0.0,0.0,0.001408919029806719,0.0018811295226805918,0.0,0.0004722104928738728,0.0,0.0,0.0048259915297243945
2017-01-07 00:23:00,0.0,0.0,0.0,0.0013973736611534397,0.001874412161570447,0.0,0.00047703850041700725,0.0,0.0,0.004805826618849063
2017-01-07 00:24:00,0.0,0.0,0.0,0.0013860442196952788,0.0018710868480037604,0.0,0.0004850426283084816,0.0,0.0,0.004786004099040434
2017-01-07 00:25:00,0.0,0.0,0.0,0.0013785815865977498,0.001868325693577631,0.0,0.0004897441069798812,0.0,0.0,0.004766404136947762
2017-01-07 00:26:00,0.0,0.0,0.0,0.0013676825499334957,0.0018578901139253401,0.0,0.0004902075639918444,0.0,0.0,0.004747013572423525
2017-01-07 00:27:00,0.0,0.0,0.0,0.0013569786012188416,0.0018514050693396286,0.0,0.000494426468120787,0.0,0.0,0.004727890689966133
2017-01-07 00:28:00,0.0,0.0,0.0,0.0013464614659561298,0.001842392437848433,0.0,0.0004959309718923033,0.0,0.0,0.004708987291041769
2017-01-07 00:29:00,0.0,0.0,0.0,0.0013361270422767376,0.00182283502537095,0.0,0.00048670798309421244,0.0,0.0,0.004690121319431018
2017-01-07 00:30:00,0.0,0.0,0.0,0.0013293771605325097,0.0018663949625595535,0.0,0.0005370178020270438,0.0,0.0,0.004672225208803163
2017-01-07 00:31:00,0.0,0.0,0.0,0.0013194071712058844,0.0018575804274068802,0.0,0.0005381732562009958,0.0,0.0,0.0046545328410559795
2017-01-07 00:32:00,0.0,0.0,0.0,0.0013095996398801869,0.0018459740385891339,0.0,0.000536374398708947,0.0,0.0,0.004636991220862069
2017-01-07 00:33:00,0.0,0.0,0.0,0.0012999529398782222,0.0018362089077638864,0.0,0.0005362559678856642,0.0,0.0,0.0046196259467746635
2017-01-07 00:34:00,0.0,0.0,0.0,0.0012904649494924051,0.001829419094423668,0.0,0.0005389541449312629,0.0,0.0,0.004602481140751869
2017-01-07 00:35:00,0.0,0.0,0.0,0.0012842767374414061,0.0018236486675700925,0.0,0.0005393719301286864,0.0,0.0,0.004585463579489238
2017-01-07 00:36:00,0.0,0.0,0.0,0.001275115380676694,0.0018185859436974435,0.0,0.0005434705630207495,0.0,0.0,0.004568684458327153
2017-01-07 00:37:00,0.0,0.0,0.0,0.0012661058316355235,0.0018171301313533218,0.0,0.0005510242997177983,0.0,0.0,0.004552197748336864
2017-01-07 00:38:00,0.0,0.0,0.0,0.0012572441779700686,0.0018375844410718444,0.0,0.0005803402631017758,0.0,0.0,0.0045363638186740555
2017-01-07 00:39:00,0.0,0.0,0.0,0.0012485213832902943,0.001908888149735309,0.0,0.0006603667664450148,0.0,0.0,0.004522024877907959
2017-01-07 00:40:00,0.0,0.0,0.0,0.001242819872169636,0.0019066915554473089,0.0,0.0006638716832776728,0.0,0.0,0.0045078537165485185
2017-01-07 00:41:00,0.0,0.0,0.0,0.0012343499650992952,0.0019041661928614073,0.0,0.0006698162277621121,0.0,0.0,0.00449393738992139
2017-01-07 00:42:00,0.0,0.0,0.0,0.001225998302636156,0.0019005809142443326,0.0,0.0006745826116081766,0.0,0.0,0.0044802531910143354
2017-01-07 00:43:00,0.0,0.0,0.0,0.0012177627308825492,0.001893261011459863,0.0,0.0006754982805773138,0.0,0.0,0.0044667351969849
