,Demand,Lost Load,Curtailment,Electric resistance consumption,RES production,BESS outflow,BESS inflow,Genset production,Diesel consumption,BESS state of charge
2017-01-07 00:00:00,34.831,0.0,0.011121657673647381,4.715989516396521,0.0,0.00014764861122239383,1.0927231340275982e-05,39.55797445269029,0.2233399641637889,0.0007784075779631424
2017-01-07 00:01:00,52.355,0.0,0.01234455484513231,65.65307465676558,0.0,0.00014381621243162145,1.4401758978709098e-05,118.02028979715726,0.6663295494419448,0.00077611323670312
2017-01-07 00:02:00,73.675,0.0,0.0024811301102022187,47.60974564286951,0.0,0.00014312479847765304,1.5177196011630518e-05,121.28709882537724,0.6847735931875409,0.0007738425809298366
2017-01-07 00:03:00,83.1,0.0,0.001890681999438053,38.18615758640329,0.0,0.00014248777329994134,1.5906699408466635e-05,121.28792168732883,0.6847782389754338,0.0007715946515073138
2017-01-07 00:04:00,88.47,0.0,0.0016680843193259578,32.81665717129983,0.0,0.0001418980478570954,1.6587538153905575e-05,121.28819994510945,0.684779809988197,0.0007693678480919946
2017-01-07 00:05:00,91.985,0.0,0.001880604161780576,29.301126648496204,0.0,0.00014147349919484028,1.715946983727911e-05,121.28788293862863,0.6847780202045428,0.000767157548483807
2017-01-07 00:06:00,96.655,0.0,0.001916159701096195,24.63101523804793,0.0,0.00014094602861621696,1.783404983030183e-05,121.28780828577024,0.6847775987227317,0.0007649679059309896
2017-01-07 00:07:00,101.25,0.0,0.002038600947445227,20.03569788456557,0.0,0.00014042686935210173,1.8497250459837876e-05,121.28761455589412,0.6847765049452017,0.0007627971497763913
2017-01-07 00:08:00,104.07,0.0,0.0021894139490441483,17.215328053328967,0.0,0.0001398806156463504,1.915185703085053e-05,121.28739673851939,0.6847752751723091,0.0007606463416241807
2017-01-07 00:09:00,107.93,0.0,0.0025885210052642034,13.354410168467897,0.0,0.00013930586770561336,1.984563351464259e-05,121.28687922923898,0.6847723533719454,0.0007585166015635027
2017-01-07 00:10:00,103.835,0.0,0.0018020612959638938,17.451239608222988,0.0,0.00013905997956777143,2.022304586148109e-05,121.28792283258524,0.6847782454414253,0.0007563971510252959
2017-01-07 00:11:00,101.965,0.0,0.0016968166966787198,19.321485614565614,0.0,0.00013858409698375254,2.0795038153351423e-05,121.28806464220347,0.6847790460829012,0.0007542958281846799
2017-01-07 00:12:00,99.105,0.0,0.0016030110826772913,22.1817090697555,0.0,0.00013811972045691269,2.1354081324542497e-05,121.28819531519905,0.6847797838482331,0.0007522107814818464
2017-01-07 00:13:00,94.68,0.0,0.0017652428175091877,26.606324054240204,0.0,0.00013761465680420959,2.1943833233244483e-05,121.28797362623415,0.6847785322167691,0.0007501439332834041
2017-01-07 00:14:00,91.585,0.0,0.001741685143961229,29.701384099753625,0.0,0.00013708838803336412,2.2501762769328365e-05,121.28801119827232,0.6847787443443559,0.0007480951517547367
2017-01-07 00:15:00,91.38,0.0,0.0017152081838339793,29.906442299104608,0.0,0.0001368120340006753,2.2898512663967603e-05,121.2880435937671,0.6847789272457492,0.000746057500415764
2017-01-07 00:16:00,90.895,0.0,0.001490755316443128,30.39197533394487,0.0,0.00013634224466352226,2.3386156643502988e-05,121.28835313317329,0.6847806748711229,0.0007440365343603393
2017-01-07 00:17:00,90.235,0.0,0.0016935280556955568,31.051490155917158,0.0,0.0001358320292010898,2.392890255690619e-05,121.28807178084621,0.6847790863868914,0.0007420323905946643
2017-01-07 00:18:00,90.545,0.0,0.0016903649559526432,30.741493633594693,0.0,0.000135350005515283,2.4431551262518852e-05,121.2880730800964,0.6847790937223148,0.000740044661989386
2017-01-07 00:19:00,89.035,0.0,0.0016801790522750287,32.251517349822436,0.0,0.0001348702730944832,2.4931969840288478e-05,121.28808759057145,0.6847791756468578,0.0007380732730365154
2017-01-07 00:20:00,89.815,0.0,0.0016670868365585027,31.471540006559778,0.0,0.00013461920982294222,2.5283613647818555e-05,121.28809775780016,0.6847792330499106,0.000736111856396063
2017-01-07 00:21:00,88.925,0.0,0.001659886862225212,32.36155577795641,0.0,0.00013415666677819285,2.5763019546076336e-05,121.2881072711714,0.6847792867613561,0.000734166867474924
2017-01-07 00:22:00,86.23,0.0,0.0016447099620776765,35.056593182507434,0.0,0.00013369498001630575,2.6241523333703706e-05,121.28813043901283,0.6847794175644356,0.0007322368322958426
2017-01-07 00:23:00,85.42,0.0,0.0016418855559883231,35.866598510075136,0.0,0.00013323754944231296,2.6711216825209706e-05,121.2881338692985,0.6847794369314505,0.0007303222590281661
2017-01-07 00:24:00,86.43,0.0,0.001640530105538548,34.856586544810575,0.0,0.00013285661308074507,2.705791756408232e-05,121.28812127622061,0.6847793658323205,0.0007284198582829177
2017-01-07 00:25:00,87.085,0.0,0.0016312112165680628,34.201601802429266,0.0,0.00013257689238482383,2.7420798870180956e-05,121.28812785755231,0.684779402989794,0.0007265281105389794
2017-01-07 00:26:00,84.085,0.0,0.0016201620962378283,37.20164351798411,0.0,0.00013210886361654468,2.794250721871779e-05,121.28815951372394,0.6847795817170502,0.0007246535565438207
2017-01-07 00:27:00,82.35,0.0,0.0016177851032201037,38.93665032129176,0.0,0.00013166800508704942,2.839033834042541e-05,121.28816482872823,0.6847796117249787,0.0007227931052326836
2017-01-07 00:28:00,78.97,0.0,0.0015815612926876699,42.316742288836764,0.0,0.0001312331249484905,2.8831325203773208e-05,121.28822144832971,0.6847799313930087,0.0007209472656896646
2017-01-07 00:29:00,78.465,0.0,0.001417631702324817,42.82212986561941,0.0,0.00013083899804133066,2.922195640039868e-05,121.2884458802801,0.6847811985110664,0.0007191145256477353
2017-01-07 00:30:00,75.63,0.0,0.002121752805581825,45.655387184534256,0.0,0.0001304704788679139,2.968138303578854e-05,121.287408148244,0.6847753395903569,0.0007172955251095227
2017-01-07 00:31:00,73.88,0.0,0.00206431372335938,47.40552632327541,0.0,0.00013005162128939315,3.01007717684235e-05,121.28749068614924,0.6847758055902735,0.0007154912356071636
2017-01-07 00:32:00,68.305,0.0,0.0019653362429687456,52.980779948087424,0.0,0.0001296240151158534,3.052930055921492e-05,121.28764618961584,0.6847766835457082,0.0007137005106710028
2017-01-07 00:33:00,63.29,0.0,0.0018874805230077157,57.995960813701984,0.0,0.00012919496377983189,3.0958083795523726e-05,121.28775005734501,0.68477726997146,0.0007119241020191717
2017-01-07 00:34:00,61.855,0.0,0.0018616425278763133,59.43101938225985,0.0,0.00012877794916465936,3.1372460523390036e-05,121.28778361929908,0.684777459458554,0.0007101615703780787
2017-01-07 00:35:00,58.14,0.0,0.0017923725890009734,63.14616887878554,0.0,0.00012851773798873108,3.168520184410907e-05,121.2878644188384,0.6847779156438483,0.0007084085555829133
2017-01-07 00:36:00,58.775,0.0,0.0017995504457827612,62.51115786534439,0.0,0.00012811475368330292,3.208262845510082e-05,121.28786138366495,0.6847778985075934,0.0007066696256114864
2017-01-07 00:37:00,56.94,0.0,0.001837848055405939,64.34605317100427,0.0,0.00012768956738808595,3.250467177230391e-05,121.28779583416406,0.6847775284223355,0.000704944115065634
2017-01-07 00:38:00,55.035,0.0,0.0023644553682112732,66.24965637354691,0.0,0.00012721019353765096,3.2988823091036073e-05,121.28692660754467,0.684772620864638,0.0007032346803165464
2017-01-07 00:39:00,50.725,0.0,0.008815058579548543,67.06498810985761,0.0,0.00012648017319111948,3.371129318091493e-05,117.79871039955714,0.6650785365828655,0.0007015494920517159
2017-01-07 00:40:00,49.265,0.0,0.008564589375783952,67.06501336272544,0.0,0.0001261877940992467,3.404524100214672e-05,116.33848580954813,0.6568342694757686,0.0006998747207518069
2017-01-07 00:41:00,49.0,0.0,0.008431849290322521,67.06502614937787,0.0,0.00012561476072716016,3.4578382442303026e-05,116.07336696228991,0.6553374376823052,0.0006982191664107813
2017-01-07 00:42:00,51.125,0.0,0.008750459714374366,67.06500740460726,0.0,0.0001252113377336952,3.497233943503526e-05,118.19866762532332,0.6673366510011479,0.0006965762049828239
2017-01-07 00:43:00,51.19,0.0,0.00865835874146728,67.06576177070951,0.0,0.0001249436773057392,3.52577712712045e-05,118.26433044354494,0.6677073760362745,0.000694942458689254
2017-01-07 00:44:00,52.76,0.0,0.009174973485230449,67.06509092807606,0.0,0.00012440167758189847,3.5761257539254366e-05,119.83417726114125,0.6765705581591083,0.00069332619302868
2017-01-07 00:45:00,53.22,0.0,0.0096179955790856,67.06517856375655,0.0,0.0001240977693944191,3.609866950553335e-05,120.29470856023573,0.6791706671196688,0.0006917206014468261
2017-01-07 00:46:00,52.27,0.0,0.00910614351060977,67.0650639128057,0.0,0.00012370386019293985,3.647931883789284e-05,119.34408283177494,0.6738035390231196,0.0006901286698362261
2017-01-07 00:47:00,52.145,0.0,0.009066362636145055,67.06505259494176,0.0,0.00012330479231178603,3.6865749491903484e-05,119.2190325185351,0.6730975187360835,0.0006885491355661323
2017-01-07 00:48:00,52.955,0.0,0.009200526580530687,67.06510546750616,0.0,0.00012290940600382522,3.724799950278969e-05,120.02922033268018,0.6776717498457553,0.0006869825901897717
2017-01-07 00:49:00,53.415,0.0,0.010301331709977964,67.06527677337027,0.0,0.00012250346288773546,3.764246116964742e-05,120.49049324407854,0.6802760458676521,0.0006854294122655238
2017-01-07 00:50:00,55.315,0.0,0.001653992041217708,65.97149738106924,0.0,0.00012258521585711504,3.753430342688522e-05,121.28806632219803,0.6847790555679655,0.0006838730875810615
2017-01-07 00:51:00,56.725,0.0,0.0016895183883134763,64.56137719875527,0.0,0.00012249059203771687,3.7632264874500014e-05,121.28798185881641,0.6847785786970213,0.0006823206963555236
2017-01-07 00:52:00,54.6,0.0,0.0016468755019714706,66.68645376946596,0.0,0.0001221176440981671,3.798774337359444e-05,121.28801651506721,0.684778774362394,0.0006807797541501991
2017-01-07 00:53:00,54.35,0.0,0.002307911658434284,66.9347156929694,0.0,0.00012190961357594571,3.820981331507451e-05,121.28693990482756,0.6847726959396316,0.0006792459777105659
2017-01-07 00:54:00,53.065,0.0,0.009075541517157198,67.06240585287298,0.0,0.00012164435111444797,3.8498229986469644e-05,120.13639824826902,0.678276864545331,0.0006777214215956246
